"plotID","honeybee","bumbles","andrena","osmia"
90,0.25,0.25,0.25,0.5
91,0.25,0.25,0.25,0.5
92,0.25,0.25,0.25,0.5
93,0.25,0.25,0.25,0.5
94,0.25,0.25,0.25,0.5
95,0.25,0.25,0.25,0.5
96,0.25,0.25,0.25,0.5
97,0.25,0.25,0.25,0.5
98,0.25,0.25,0.25,0.5
99,0.25,0.25,0.25,0.63
100,0.25,0.25,0.25,0.63
101,0.25,0.25,0.25,0.63
102,0.25,0.25,0.25,0.63
103,0.25,0.25,0.25,0.63
104,0.25,0.25,0.25,0.63
105,0.25,0.25,0.25,0.63
106,0.25,0.25,0.25,0.63
107,0.25,0.25,0.25,0.63
108,0.25,0.25,0.25,0.63
109,0.25,0.25,0.25,0.63
110,0.25,0.25,0.25,0.63
111,0.25,0.25,0.25,0.63
112,0.25,0.25,0.25,0.63
113,0.25,0.25,0.25,0.63
114,0.25,0.25,0.25,0.63
115,0.25,0.25,0.25,0.75
116,0.25,0.25,0.25,0.75
117,0.25,0.25,0.25,0.75
118,0.25,0.25,0.25,0.75
119,0.25,0.25,0.25,0.75
120,0.25,0.25,0.25,0.75
121,0.25,0.25,0.25,0.75
122,0.25,0.25,0.25,0.75
123,0.25,0.25,0.25,0.75
124,0.25,0.25,0.25,0.75
125,0.25,0.25,0.25,0.75
126,0.25,0.25,0.25,0.75
127,0.25,0.25,0.25,0.75
128,0.25,0.25,0.25,0.75
129,0.25,0.25,0.25,0.75
130,0.25,0.25,0.25,0.75
131,0.25,0.25,0.38,0.25
132,0.25,0.25,0.38,0.25
133,0.25,0.25,0.38,0.25
134,0.25,0.25,0.38,0.25
135,0.25,0.25,0.38,0.25
136,0.25,0.25,0.38,0.25
137,0.25,0.25,0.38,0.25
138,0.25,0.25,0.38,0.25
139,0.25,0.25,0.38,0.25
140,0.25,0.25,0.38,0.25
141,0.25,0.25,0.38,0.25
142,0.25,0.25,0.38,0.25
143,0.25,0.25,0.38,0.25
144,0.25,0.25,0.38,0.25
145,0.25,0.25,0.38,0.25
146,0.25,0.25,0.38,0.25
147,0.25,0.25,0.38,0.38
148,0.25,0.25,0.38,0.38
149,0.25,0.25,0.38,0.38
150,0.25,0.25,0.38,0.38
151,0.25,0.25,0.38,0.38
152,0.25,0.25,0.38,0.38
153,0.25,0.25,0.38,0.38
154,0.25,0.25,0.38,0.38
155,0.25,0.25,0.38,0.38
156,0.25,0.25,0.38,0.38
157,0.25,0.25,0.38,0.38
158,0.25,0.25,0.38,0.38
159,0.25,0.25,0.38,0.38
160,0.25,0.25,0.38,0.38
161,0.25,0.25,0.38,0.38
162,0.25,0.25,0.38,0.38
163,0.25,0.25,0.38,0.5
164,0.25,0.25,0.38,0.5
165,0.25,0.25,0.38,0.5
166,0.25,0.25,0.38,0.5
167,0.25,0.25,0.38,0.5
168,0.25,0.25,0.38,0.5
169,0.25,0.25,0.38,0.5
170,0.25,0.25,0.38,0.5
171,0.25,0.25,0.38,0.5
172,0.25,0.25,0.38,0.5
173,0.25,0.25,0.38,0.5
174,0.25,0.25,0.38,0.5
175,0.25,0.25,0.38,0.5
176,0.25,0.25,0.38,0.5
177,0.25,0.25,0.38,0.5
178,0.25,0.25,0.38,0.5
179,0.25,0.25,0.38,0.63
180,0.25,0.25,0.38,0.63
181,0.25,0.25,0.38,0.63
182,0.25,0.25,0.38,0.63
183,0.25,0.25,0.38,0.63
184,0.25,0.25,0.38,0.63
185,0.25,0.25,0.38,0.63
186,0.25,0.25,0.38,0.63
187,0.25,0.25,0.38,0.63
188,0.25,0.25,0.38,0.63
189,0.25,0.25,0.38,0.63
190,0.25,0.25,0.38,0.63
191,0.25,0.25,0.38,0.63
192,0.25,0.25,0.38,0.63
193,0.25,0.25,0.38,0.63
194,0.25,0.25,0.38,0.63
195,0.25,0.25,0.38,0.75
196,0.25,0.25,0.38,0.75
197,0.25,0.25,0.38,0.75
198,0.25,0.25,0.38,0.75
199,0.25,0.25,0.38,0.75
200,0.25,0.25,0.38,0.75
201,0.25,0.25,0.38,0.75
202,0.25,0.25,0.38,0.75
203,0.25,0.25,0.38,0.75
204,0.25,0.25,0.38,0.75
205,0.25,0.25,0.38,0.75
206,0.25,0.25,0.38,0.75
207,0.25,0.25,0.38,0.75
208,0.25,0.25,0.38,0.75
209,0.25,0.25,0.38,0.75
210,0.25,0.25,0.38,0.75
211,0.25,0.25,0.5,0.5
212,0.25,0.25,0.5,0.5
213,0.25,0.25,0.5,0.5
214,0.25,0.25,0.5,0.5
215,0.25,0.25,0.5,0.5
216,0.25,0.25,0.5,0.5
217,0.25,0.25,0.5,0.5
218,0.25,0.25,0.5,0.5
219,0.25,0.25,0.5,0.5
220,0.25,0.25,0.5,0.5
221,0.25,0.25,0.5,0.5
222,0.25,0.25,0.5,0.5
223,0.25,0.25,0.5,0.5
224,0.25,0.25,0.5,0.5
225,0.25,0.25,0.5,0.5
226,0.25,0.25,0.5,0.5
227,0.25,0.25,0.5,0.63
228,0.25,0.25,0.5,0.63
229,0.25,0.25,0.5,0.63
230,0.25,0.25,0.5,0.63
231,0.25,0.25,0.5,0.63
232,0.25,0.25,0.5,0.63
233,0.25,0.25,0.5,0.63
234,0.25,0.25,0.5,0.63
235,0.25,0.25,0.5,0.63
236,0.25,0.25,0.5,0.63
237,0.25,0.25,0.5,0.63
238,0.25,0.25,0.5,0.63
239,0.25,0.25,0.5,0.63
240,0.25,0.25,0.5,0.63
241,0.25,0.25,0.5,0.63
242,0.25,0.25,0.5,0.63
243,0.25,0.25,0.5,0.75
244,0.25,0.25,0.5,0.75
245,0.25,0.25,0.5,0.75
246,0.25,0.25,0.5,0.75
247,0.25,0.25,0.5,0.75
248,0.25,0.25,0.5,0.75
249,0.25,0.25,0.5,0.75
250,0.25,0.25,0.5,0.75
251,0.25,0.25,0.5,0.75
252,0.25,0.25,0.5,0.75
253,0.25,0.25,0.5,0.75
254,0.25,0.25,0.5,0.75
255,0.25,0.25,0.5,0.75
256,0.25,0.25,0.5,0.75
257,0.25,0.25,0.5,0.75
258,0.25,0.25,0.5,0.75
259,0.25,0.25,0.63,0.5
260,0.25,0.25,0.63,0.5
261,0.25,0.25,0.63,0.5
262,0.25,0.25,0.63,0.5
263,0.25,0.25,0.63,0.5
264,0.25,0.25,0.63,0.5
265,0.25,0.25,0.63,0.5
266,0.25,0.25,0.63,0.5
267,0.25,0.25,0.63,0.5
268,0.25,0.25,0.63,0.5
269,0.25,0.25,0.63,0.5
270,0.25,0.25,0.63,0.5
271,0.25,0.25,0.63,0.5
272,0.25,0.25,0.63,0.5
273,0.25,0.25,0.63,0.5
274,0.25,0.25,0.63,0.5
275,0.25,0.25,0.63,0.63
276,0.25,0.25,0.63,0.63
277,0.25,0.25,0.63,0.63
278,0.25,0.25,0.63,0.63
279,0.25,0.25,0.63,0.63
280,0.25,0.25,0.63,0.63
281,0.25,0.25,0.63,0.63
282,0.25,0.25,0.63,0.63
283,0.25,0.25,0.63,0.63
284,0.25,0.25,0.63,0.63
285,0.25,0.25,0.63,0.63
286,0.25,0.25,0.63,0.63
287,0.25,0.25,0.63,0.63
288,0.25,0.25,0.63,0.63
289,0.25,0.25,0.63,0.63
290,0.25,0.25,0.63,0.63
291,0.25,0.25,0.63,0.75
292,0.25,0.25,0.63,0.75
293,0.25,0.25,0.63,0.75
294,0.25,0.25,0.63,0.75
295,0.25,0.25,0.63,0.75
296,0.25,0.25,0.63,0.75
297,0.25,0.25,0.63,0.75
298,0.25,0.25,0.63,0.75
299,0.25,0.25,0.63,0.75
300,0.25,0.25,0.63,0.75
301,0.25,0.25,0.63,0.75
302,0.25,0.25,0.63,0.75
303,0.25,0.25,0.63,0.75
304,0.25,0.25,0.63,0.75
305,0.25,0.25,0.63,0.75
306,0.25,0.25,0.63,0.75
307,0.25,0.25,0.75,0.5
308,0.25,0.25,0.75,0.5
309,0.25,0.25,0.75,0.5
310,0.25,0.25,0.75,0.5
311,0.25,0.25,0.75,0.5
312,0.25,0.25,0.75,0.5
313,0.25,0.25,0.75,0.5
314,0.25,0.25,0.75,0.5
315,0.25,0.25,0.75,0.5
316,0.25,0.25,0.75,0.5
317,0.25,0.25,0.75,0.5
318,0.25,0.25,0.75,0.5
319,0.25,0.25,0.75,0.5
320,0.25,0.25,0.75,0.5
321,0.25,0.25,0.75,0.5
322,0.25,0.25,0.75,0.5
323,0.25,0.25,0.75,0.63
324,0.25,0.25,0.75,0.63
325,0.25,0.25,0.75,0.63
326,0.25,0.25,0.75,0.63
327,0.25,0.25,0.75,0.63
328,0.25,0.25,0.75,0.63
329,0.25,0.25,0.75,0.63
330,0.25,0.25,0.75,0.63
331,0.25,0.25,0.75,0.63
332,0.25,0.25,0.75,0.63
333,0.25,0.25,0.75,0.63
334,0.25,0.25,0.75,0.63
335,0.25,0.25,0.75,0.63
336,0.25,0.25,0.75,0.63
337,0.25,0.25,0.75,0.63
338,0.25,0.25,0.75,0.63
339,0.25,0.25,0.75,0.75
340,0.25,0.25,0.75,0.75
341,0.25,0.25,0.75,0.75
342,0.25,0.25,0.75,0.75
343,0.25,0.25,0.75,0.75
344,0.25,0.25,0.75,0.75
345,0.25,0.25,0.75,0.75
346,0.25,0.25,0.75,0.75
347,0.25,0.25,0.75,0.75
348,0.25,0.25,0.75,0.75
349,0.25,0.25,0.75,0.75
350,0.25,0.25,0.75,0.75
351,0.25,0.25,0.75,0.75
352,0.25,0.25,0.75,0.75
353,0.25,0.25,0.75,0.75
354,0.25,0.25,0.75,0.75
355,0.25,0.38,0.38,0.5
356,0.25,0.38,0.38,0.5
357,0.25,0.38,0.38,0.5
358,0.25,0.38,0.38,0.5
359,0.25,0.38,0.38,0.5
360,0.25,0.38,0.38,0.5
361,0.25,0.38,0.38,0.5
362,0.25,0.38,0.38,0.5
363,0.25,0.38,0.38,0.5
364,0.25,0.38,0.38,0.5
365,0.25,0.38,0.38,0.5
366,0.25,0.38,0.38,0.5
367,0.25,0.38,0.38,0.5
368,0.25,0.38,0.38,0.5
369,0.25,0.38,0.38,0.5
370,0.25,0.38,0.38,0.5
371,0.25,0.38,0.38,0.63
372,0.25,0.38,0.38,0.63
373,0.25,0.38,0.38,0.63
374,0.25,0.38,0.38,0.63
375,0.25,0.38,0.38,0.63
376,0.25,0.38,0.38,0.63
377,0.25,0.38,0.38,0.63
378,0.25,0.38,0.38,0.63
379,0.25,0.38,0.38,0.63
380,0.25,0.38,0.38,0.63
381,0.25,0.38,0.38,0.63
382,0.25,0.38,0.38,0.63
383,0.25,0.38,0.38,0.63
384,0.25,0.38,0.38,0.63
385,0.25,0.38,0.38,0.63
386,0.25,0.38,0.38,0.63
387,0.25,0.38,0.38,0.75
388,0.25,0.38,0.38,0.75
389,0.25,0.38,0.38,0.75
390,0.25,0.38,0.38,0.75
391,0.25,0.38,0.38,0.75
392,0.25,0.38,0.38,0.75
393,0.25,0.38,0.38,0.75
394,0.25,0.38,0.38,0.75
395,0.25,0.38,0.38,0.75
396,0.25,0.38,0.38,0.75
397,0.25,0.38,0.38,0.75
398,0.25,0.38,0.38,0.75
399,0.25,0.38,0.38,0.75
400,0.25,0.38,0.38,0.75
401,0.25,0.38,0.38,0.75
402,0.25,0.38,0.38,0.75
403,0.25,0.38,0.5,0.5
404,0.25,0.38,0.5,0.5
405,0.25,0.38,0.5,0.5
406,0.25,0.38,0.5,0.5
407,0.25,0.38,0.5,0.5
408,0.25,0.38,0.5,0.5
409,0.25,0.38,0.5,0.5
410,0.25,0.38,0.5,0.5
411,0.25,0.38,0.5,0.5
412,0.25,0.38,0.5,0.5
413,0.25,0.38,0.5,0.5
414,0.25,0.38,0.5,0.5
415,0.25,0.38,0.5,0.5
416,0.25,0.38,0.5,0.5
417,0.25,0.38,0.5,0.5
418,0.25,0.38,0.5,0.5
419,0.25,0.38,0.5,0.63
420,0.25,0.38,0.5,0.63
421,0.25,0.38,0.5,0.63
422,0.25,0.38,0.5,0.63
423,0.25,0.38,0.5,0.63
424,0.25,0.38,0.5,0.63
425,0.25,0.38,0.5,0.63
426,0.25,0.38,0.5,0.63
427,0.25,0.38,0.5,0.63
428,0.25,0.38,0.5,0.63
429,0.25,0.38,0.5,0.63
430,0.25,0.38,0.5,0.63
431,0.25,0.38,0.5,0.63
432,0.25,0.38,0.5,0.63
433,0.25,0.38,0.5,0.63
434,0.25,0.38,0.5,0.63
435,0.25,0.38,0.5,0.75
436,0.25,0.38,0.5,0.75
437,0.25,0.38,0.5,0.75
438,0.25,0.38,0.5,0.75
439,0.25,0.38,0.5,0.75
440,0.25,0.38,0.5,0.75
441,0.25,0.38,0.5,0.75
442,0.25,0.38,0.5,0.75
443,0.25,0.38,0.5,0.75
444,0.25,0.38,0.5,0.75
445,0.25,0.38,0.5,0.75
446,0.25,0.38,0.5,0.75
447,0.25,0.38,0.5,0.75
448,0.25,0.38,0.5,0.75
449,0.25,0.38,0.5,0.75
450,0.25,0.38,0.5,0.75
451,0.25,0.38,0.63,0.5
452,0.25,0.38,0.63,0.5
453,0.25,0.38,0.63,0.5
454,0.25,0.38,0.63,0.5
455,0.25,0.38,0.63,0.5
456,0.25,0.38,0.63,0.5
457,0.5,0.25,0.38,0.5
458,0.5,0.25,0.38,0.5
459,0.5,0.25,0.38,0.5
460,0.5,0.25,0.38,0.5
461,0.5,0.25,0.38,0.5
462,0.5,0.25,0.38,0.5
463,0.5,0.25,0.38,0.5
464,0.5,0.25,0.38,0.5
465,0.5,0.25,0.38,0.5
466,0.5,0.25,0.38,0.5
467,0.5,0.25,0.38,0.5
468,0.5,0.25,0.38,0.5
469,0.5,0.25,0.38,0.5
470,0.5,0.25,0.38,0.5
471,0.5,0.25,0.38,0.5
472,0.5,0.25,0.38,0.5
473,0.5,0.25,0.38,0.63
474,0.5,0.25,0.38,0.63
475,0.5,0.25,0.38,0.63
476,0.5,0.25,0.38,0.63
477,0.5,0.25,0.38,0.63
478,0.5,0.25,0.38,0.63
479,0.5,0.25,0.38,0.63
480,0.5,0.25,0.38,0.63
481,0.5,0.25,0.38,0.63
482,0.5,0.25,0.38,0.63
483,0.5,0.25,0.38,0.63
484,0.5,0.25,0.38,0.63
485,0.5,0.25,0.38,0.63
486,0.5,0.25,0.38,0.63
487,0.5,0.25,0.38,0.63
488,0.5,0.25,0.38,0.63
489,0.5,0.25,0.38,0.75
490,0.5,0.25,0.38,0.75
491,0.5,0.25,0.38,0.75
492,0.5,0.25,0.38,0.75
493,0.5,0.25,0.38,0.75
494,0.5,0.25,0.38,0.75
495,0.5,0.25,0.38,0.75
496,0.5,0.25,0.38,0.75
497,0.5,0.25,0.38,0.75
498,0.5,0.25,0.38,0.75
499,0.5,0.25,0.38,0.75
500,0.5,0.25,0.38,0.75
501,0.5,0.25,0.38,0.75
502,0.5,0.25,0.38,0.75
503,0.5,0.25,0.38,0.75
504,0.5,0.25,0.38,0.75
505,0.5,0.25,0.5,0.5
506,0.5,0.25,0.5,0.5
507,0.5,0.25,0.5,0.5
508,0.5,0.25,0.5,0.5
509,0.5,0.25,0.5,0.5
510,0.5,0.25,0.5,0.5
511,0.5,0.25,0.5,0.5
512,0.5,0.25,0.5,0.5
513,0.5,0.25,0.5,0.5
514,0.5,0.25,0.5,0.5
515,0.5,0.25,0.5,0.5
516,0.5,0.25,0.5,0.5
517,0.5,0.25,0.5,0.5
518,0.5,0.25,0.5,0.5
519,0.5,0.25,0.5,0.5
520,0.5,0.25,0.5,0.5
521,0.5,0.25,0.5,0.63
522,0.5,0.25,0.5,0.63
523,0.5,0.25,0.5,0.63
524,0.5,0.25,0.5,0.63
525,0.5,0.25,0.5,0.63
526,0.5,0.25,0.5,0.63
527,0.5,0.25,0.5,0.63
528,0.5,0.25,0.5,0.63
529,0.5,0.25,0.5,0.63
530,0.5,0.25,0.5,0.63
531,0.5,0.25,0.5,0.63
532,0.5,0.25,0.5,0.63
533,0.5,0.25,0.5,0.63
534,0.5,0.25,0.5,0.63
535,0.5,0.25,0.5,0.63
536,0.5,0.25,0.5,0.63
537,0.5,0.25,0.5,0.75
538,0.5,0.25,0.5,0.75
539,0.5,0.25,0.5,0.75
540,0.5,0.25,0.5,0.75
541,0.5,0.25,0.5,0.75
542,0.5,0.25,0.5,0.75
543,0.5,0.25,0.5,0.75
544,0.5,0.25,0.5,0.75
545,0.5,0.25,0.5,0.75
546,0.5,0.25,0.5,0.75
547,0.5,0.25,0.5,0.75
548,0.5,0.25,0.5,0.75
549,0.5,0.25,0.5,0.75
550,0.5,0.25,0.5,0.75
551,0.5,0.25,0.5,0.75
552,0.5,0.25,0.5,0.75
553,0.5,0.25,0.63,0.5
554,0.5,0.25,0.63,0.5
555,0.5,0.25,0.63,0.5
556,0.5,0.25,0.63,0.5
557,0.5,0.25,0.63,0.5
558,0.5,0.25,0.63,0.5
559,0.5,0.25,0.63,0.5
560,0.5,0.25,0.63,0.5
561,0.5,0.25,0.63,0.5
562,0.5,0.25,0.63,0.5
563,0.5,0.25,0.63,0.5
564,0.5,0.25,0.63,0.5
565,0.5,0.25,0.63,0.5
566,0.5,0.25,0.63,0.5
567,0.5,0.25,0.63,0.5
568,0.5,0.25,0.63,0.5
569,0.5,0.25,0.63,0.63
570,0.5,0.25,0.63,0.63
571,0.5,0.25,0.63,0.63
572,0.5,0.25,0.63,0.63
573,0.5,0.25,0.63,0.63
574,0.5,0.25,0.63,0.63
575,0.5,0.25,0.63,0.63
576,0.5,0.25,0.63,0.63
577,0.5,0.25,0.63,0.63
578,0.5,0.25,0.63,0.63
579,0.5,0.25,0.63,0.63
580,0.5,0.25,0.63,0.63
581,0.5,0.25,0.63,0.63
582,0.5,0.25,0.63,0.63
583,0.5,0.25,0.63,0.63
584,0.5,0.25,0.63,0.63
585,0.5,0.25,0.63,0.75
586,0.5,0.25,0.63,0.75
587,0.5,0.25,0.63,0.75
588,0.5,0.25,0.63,0.75
589,0.5,0.25,0.63,0.75
590,0.5,0.25,0.63,0.75
591,0.5,0.25,0.63,0.75
592,0.5,0.25,0.63,0.75
593,0.5,0.25,0.63,0.75
594,0.5,0.25,0.63,0.75
595,0.5,0.25,0.63,0.75
596,0.5,0.25,0.63,0.75
597,0.5,0.25,0.63,0.75
598,0.5,0.25,0.63,0.75
599,0.5,0.25,0.63,0.75
600,0.5,0.25,0.63,0.75
601,0.5,0.25,0.75,0.5
602,0.5,0.25,0.75,0.5
603,0.5,0.25,0.75,0.5
604,0.5,0.25,0.75,0.5
605,0.5,0.25,0.75,0.5
606,0.5,0.25,0.75,0.5
607,0.5,0.25,0.75,0.5
608,0.5,0.25,0.75,0.5
609,0.5,0.25,0.75,0.5
610,0.5,0.25,0.75,0.5
611,0.5,0.25,0.75,0.5
612,0.5,0.25,0.75,0.5
613,0.5,0.25,0.75,0.5
614,0.5,0.25,0.75,0.5
615,0.5,0.25,0.75,0.5
616,0.5,0.25,0.75,0.5
617,0.5,0.25,0.75,0.63
618,0.5,0.25,0.75,0.63
619,0.5,0.25,0.75,0.63
620,0.5,0.25,0.75,0.63
621,0.5,0.25,0.75,0.63
622,0.5,0.25,0.75,0.63
623,0.5,0.25,0.75,0.63
624,0.5,0.25,0.75,0.63
625,0.5,0.25,0.75,0.63
626,0.5,0.25,0.75,0.63
627,0.5,0.25,0.75,0.63
628,0.5,0.25,0.75,0.63
629,0.5,0.25,0.75,0.63
630,0.5,0.25,0.75,0.63
631,0.5,0.25,0.75,0.63
632,0.5,0.25,0.75,0.63
633,0.5,0.25,0.75,0.75
634,0.5,0.25,0.75,0.75
635,0.5,0.25,0.75,0.75
636,0.5,0.25,0.75,0.75
637,0.5,0.25,0.75,0.75
638,0.5,0.25,0.75,0.75
639,0.5,0.25,0.75,0.75
640,0.5,0.25,0.75,0.75
641,0.5,0.25,0.75,0.75
642,0.5,0.25,0.75,0.75
643,0.5,0.25,0.75,0.75
644,0.5,0.25,0.75,0.75
645,0.5,0.25,0.75,0.75
646,0.5,0.25,0.75,0.75
647,0.5,0.25,0.75,0.75
648,0.5,0.25,0.75,0.75
649,0.5,0.38,0.38,0.5
650,0.5,0.38,0.38,0.5
651,0.5,0.38,0.38,0.5
652,0.5,0.38,0.38,0.5
653,0.5,0.38,0.38,0.5
654,0.5,0.38,0.38,0.5
655,0.5,0.38,0.38,0.5
656,0.5,0.38,0.38,0.5
657,0.5,0.38,0.38,0.5
658,0.5,0.38,0.38,0.5
659,0.5,0.38,0.38,0.5
660,0.5,0.38,0.38,0.5
661,0.5,0.38,0.38,0.5
662,0.5,0.38,0.38,0.5
663,0.5,0.38,0.38,0.5
664,0.5,0.38,0.38,0.5
665,0.5,0.38,0.38,0.63
666,0.5,0.38,0.38,0.63
667,0.5,0.38,0.38,0.63
668,0.5,0.38,0.38,0.63
669,0.5,0.38,0.38,0.63
670,0.5,0.38,0.38,0.63
671,0.5,0.38,0.38,0.63
672,0.5,0.38,0.38,0.63
673,0.5,0.38,0.38,0.63
674,0.5,0.38,0.38,0.63
675,0.5,0.38,0.38,0.63
676,0.5,0.38,0.38,0.63
677,0.5,0.38,0.38,0.63
678,0.5,0.38,0.38,0.63
679,0.5,0.38,0.38,0.63
680,0.5,0.38,0.38,0.63
681,0.5,0.38,0.38,0.75
682,0.5,0.38,0.38,0.75
683,0.5,0.38,0.38,0.75
684,0.5,0.38,0.38,0.75
685,0.5,0.38,0.38,0.75
686,0.5,0.38,0.38,0.75
687,0.5,0.38,0.38,0.75
688,0.5,0.38,0.38,0.75
689,0.5,0.38,0.38,0.75
690,0.5,0.38,0.38,0.75
691,0.5,0.38,0.38,0.75
692,0.5,0.38,0.38,0.75
693,0.5,0.38,0.38,0.75
694,0.5,0.38,0.38,0.75
695,0.5,0.38,0.38,0.75
696,0.5,0.38,0.38,0.75
697,0.5,0.38,0.5,0.5
698,0.5,0.38,0.5,0.5
699,0.5,0.38,0.5,0.5
700,0.5,0.38,0.5,0.5
701,0.5,0.38,0.5,0.5
702,0.5,0.38,0.5,0.5
703,0.5,0.38,0.5,0.5
704,0.5,0.38,0.5,0.5
705,0.5,0.38,0.5,0.5
706,0.5,0.38,0.5,0.5
707,0.5,0.38,0.5,0.5
708,0.5,0.38,0.5,0.5
709,0.5,0.38,0.5,0.5
710,0.5,0.38,0.5,0.5
711,0.5,0.38,0.5,0.5
712,0.5,0.38,0.5,0.5
713,0.5,0.38,0.5,0.63
714,0.5,0.38,0.5,0.63
715,0.5,0.38,0.5,0.63
716,0.5,0.38,0.5,0.63
717,0.5,0.38,0.5,0.63
718,0.5,0.38,0.5,0.63
719,0.5,0.38,0.5,0.63
720,0.5,0.38,0.5,0.63
721,0.5,0.38,0.5,0.63
722,0.5,0.38,0.5,0.63
723,0.5,0.38,0.5,0.63
724,0.5,0.38,0.5,0.63
725,0.5,0.38,0.5,0.63
726,0.5,0.38,0.5,0.63
727,0.5,0.38,0.5,0.63
728,0.5,0.38,0.5,0.63
729,0.5,0.38,0.5,0.75
730,0.5,0.38,0.5,0.75
731,0.5,0.38,0.5,0.75
732,0.5,0.38,0.5,0.75
733,0.5,0.38,0.5,0.75
734,0.5,0.38,0.5,0.75
735,0.5,0.38,0.5,0.75
736,0.5,0.38,0.5,0.75
737,0.5,0.38,0.5,0.75
738,0.5,0.38,0.5,0.75
739,0.5,0.38,0.5,0.75
740,0.5,0.38,0.5,0.75
741,0.5,0.38,0.5,0.75
742,0.5,0.38,0.5,0.75
743,0.5,0.38,0.5,0.75
744,0.5,0.38,0.5,0.75
745,0.5,0.38,0.63,0.5
746,0.5,0.38,0.63,0.5
747,0.5,0.38,0.63,0.5
748,0.5,0.38,0.63,0.5
749,0.5,0.38,0.63,0.5
750,0.5,0.38,0.63,0.5
751,0.5,0.38,0.63,0.5
752,0.5,0.38,0.63,0.5
753,0.5,0.38,0.63,0.5
754,0.5,0.38,0.63,0.5
755,0.5,0.38,0.63,0.5
756,0.5,0.38,0.63,0.5
757,0.5,0.38,0.63,0.5
758,0.5,0.38,0.63,0.5
759,0,0.117,0.409,0.058
760,0,0.202,0.707,0.101
761,6.64,0,0,0
762,18.43,0,0,0
763,6.64,0.065,0.229,0.033
764,0.537,0.117,0.409,0.058
765,18.43,0.042,0.147,0.021
766,0,0.042,0.147,0.021
767,0,0.585,0,0
768,0,0,0.585,0
769,0,0,0,0.585
770,0,0.293,0.234,0.058
771,0,0.058,0.409,0.117
772,0.537,0.117,0.409,0.058
773,0.537,0.117,0.409,0.058
774,0.537,0.117,0.409,0.058
775,0.537,0.117,0.409,0.058
776,0.537,0.117,0.409,0.058
